FileCode,IMDBRating,Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0
tt2658584,7.6,True Detective The Secret Fate Of All Life Episode Review_12658584,11548,4.23,247,0.04,0.34,1.32,0.01,0.05,0.01,0.1,0.01,2.55,0.51,0.51,0.1,0.13,0.68,0.16,2.62,0.47,0.17,0.08,3.84,0.04,31.29,1.05,0.09,0.33,0.09,0.14,0.54,8.06,0,1.21,0.82,0.43,0.42,0.48,2.03,0.37,0.19,0.34,2.8,0.02,0.04,0.1,0.02,2.47,0.34,0.23,0.23,0,0.31,0.04,0.42,0.81,0.03,3.97,0.04,2.35,7.82,0.21,0,0.21,0.03,0.03,0.29,0.98
tt0108399,7.9,True Romance_0108399,28052,4.1,250,0.13,0.57,1.99,0.02,0.06,0.01,0.28,0.01,3.65,0.66,0.63,0.18,0.11,0.92,0.11,3.95,0.32,0.04,0.06,3.78,0.05,28.51,0.45,0.07,0.38,0.03,0.19,0.61,7.68,0.01,1.44,0.45,0.53,0.54,0.23,1.79,0.59,0.25,0.33,3.28,0.02,0.03,0.22,0.01,2.68,0.29,0.19,0.15,0.02,0.39,0.07,0.39,1.12,0.04,4.44,0.11,2.16,9.33,0.15,0.02,0.18,0.08,0.06,0.24,1.49
tt3203606,7.4,Trumbo_3203606,24282,4.41,235,0.06,0.44,1.43,0.06,0.04,0.02,0.21,0.02,2.69,0.6,0.47,0.12,0.16,0.59,0.14,3.09,0.65,0.07,0.07,4.44,0.05,37.07,0.59,0.06,0.41,0.09,0.14,0.69,6.83,0.05,1.08,0.38,0.47,0.4,0.39,1.23,0.5,0.27,0.54,3.13,0.07,0.06,0.15,0.01,1.87,0.26,0.24,0.15,0,0.24,0.03,0.46,1.08,0.01,2.91,0.06,1.58,7.52,0.1,0.04,0.11,0.09,0.05,0.2,1.06
tt3859076,6.8,Truth_3859076,24309,4.22,225,0.09,0.44,1.67,0.05,0.12,0.01,0.23,0.02,2.93,0.66,0.88,0.05,0.07,0.6,0.12,3.25,0.67,0.07,0.06,3.2,0.07,31.16,1.15,0.09,0.5,0.05,0.26,0.56,7.89,0.03,1.15,0.33,0.37,0.64,0.39,1.6,0.67,0.35,0.64,3.03,0.03,0.06,0.18,0.01,2.14,0.23,0.36,0.23,0.02,0.57,0.13,0.45,1.63,0.05,3.96,0.09,2.65,8.27,0.17,0.01,0.14,0.12,0.06,0.43,1.27
tt5610554,6.9,Tully_5610554,17376,4.13,217,0.09,0.39,2.39,0.03,0.05,0.03,0.18,0.05,3.83,0.53,0.66,0.09,0.15,1.05,0.29,3.55,0.5,0.1,0.05,4.2,0.07,29.97,0.54,0.1,0.45,0.09,0.16,0.88,6.89,0,1.54,0.37,0.44,1.03,0.29,1.72,0.35,0.29,0.23,3.84,0.01,0.1,0.2,0.02,2.35,0.28,0.1,0.07,0.01,0.36,0.05,0.44,1.15,0.02,4.29,0.07,1.59,10.77,0.07,0.01,0.25,0.07,0.04,0.17,1.24
tt3099498,5.4,Tusk_3099498,18824,4.27,209,0.15,0.45,1.49,0.06,0.06,0.02,0.21,0.04,2.25,0.58,0.46,0.07,0.23,0.42,0.16,3.63,0.49,0.04,0.06,4.81,0.11,31.31,0.67,0.07,0.45,0.12,0.24,0.76,8.85,0.02,1.06,0.63,0.52,0.39,0.54,1.67,0.3,0.18,0.34,3.57,0.04,0.02,0.24,0.01,1.33,0.15,0.16,0.18,0.01,0.36,0.03,0.42,1.04,0.05,3.22,0.13,2.24,7.4,0.07,0.01,0.1,0.1,0.1,0.37,0.65
tt1407084,5.6,Twelve_1407084,13888,4.28,199,0.09,0.35,1.64,0.04,0.09,0,0.22,0.02,2.1,0.4,0.37,0.01,0.07,0.4,0.28,3.38,0.77,0.05,0.04,3.97,0.13,33.82,0.81,0.06,0.36,0.04,0.26,0.73,8.99,0.01,0.81,0.56,0.33,0.45,0.09,1.93,0.41,0.12,0.29,2.61,0,0.04,0.09,0,2.02,0.36,0.19,0.14,0,0.37,0.09,0.35,0.96,0.03,2.85,0.04,1.39,9.58,0.14,0.02,0.17,0.09,0.14,0.63,0.81
tt0086491,6.5,Twilight Zone The Movie_0086491,28995,4.41,260,0.06,0.18,1.18,0.01,0.01,0,0.25,0.01,2.11,0.44,0.3,0.06,0.12,0.36,0.11,2,0.89,0.07,0.08,4.39,0.09,35.29,0.82,0.04,0.46,0.04,0.13,0.74,8.6,0,0.91,0.74,0.41,0.44,0.34,1.06,0.35,0.1,0.2,2.75,0.01,0.02,0.16,0,1.1,0.3,0.14,0.21,0,0.2,0.01,0.39,1.36,0,5.04,0.02,1.15,8.37,0.05,0,0.1,0.07,0.09,0.64,0.77
tt0105665,7.3,Twin Peaks Fire Walk with Me_0105665,25693,4.17,212,0.13,0.16,1.46,0.03,0.04,0.01,0.12,0.01,1.86,0.39,0.43,0.04,0.1,0.56,0.19,2.73,0.44,0.08,0.04,2.96,0.08,31.65,0.51,0.11,0.24,0.02,0.2,0.76,8.1,0,1.18,0.75,0.39,0.38,0.28,1.59,0.34,0.25,0.26,2.88,0.01,0.08,0.12,0,2,0.26,0.25,0.14,0,0.35,0.05,0.47,1.3,0.04,4.48,0.09,1.69,9.15,0.11,0.02,0.27,0.12,0.03,0.4,0.93
tt0369179,7.1,Two and a Half Men_0369179,21265,4.25,239,0.05,0.28,1.46,0.02,0.03,0.01,0.13,0.03,2.92,0.6,0.73,0.08,0.19,0.78,0.2,3.22,0.37,0.07,0.12,4.03,0.08,29.1,0.65,0.07,0.37,0.08,0.09,0.42,9.19,0,1.46,0.68,0.31,0.42,0.24,1.6,0.34,0.19,0.25,2.95,0.02,0.12,0.2,0.01,1.99,0.49,0.11,0.18,0,0.4,0.05,0.48,1.16,0,5.16,0.06,1.56,10.12,0.09,0.01,0.14,0.02,0.06,0.52,1.04
tt0417217,6.2,Two for the Money_0417217,27200,4.21,237,0.11,0.2,1.8,0.01,0.09,0,0.22,0.03,3.65,0.68,0.81,0.11,0.11,0.69,0.12,4.5,0.49,0.08,0.06,3.82,0.1,29.71,0.6,0.05,0.29,0.07,0.08,0.39,7.44,0.01,1.48,0.54,0.52,0.41,0.55,1.6,0.58,0.22,0.54,2.91,0.03,0.04,0.13,0.01,3.23,0.54,0.17,0.13,0.01,0.39,0.04,0.51,0.98,0.01,2.38,0.04,1.95,9.15,0.11,0.01,0.25,0.09,0.04,0.49,1.09
tt0062407,7.3,Two for the Road_0062407,12634,4.02,209,0.15,1.31,1.39,0.02,0.2,0.02,0.18,0.02,3.48,0.55,0.65,0.17,0.16,0.6,0.13,3.04,0.62,0.09,0.08,2.59,0.07,29.07,0.71,0.09,0.41,0.05,0.06,0.3,7.69,0,1.4,0.51,0.42,0.4,0.33,1.61,0.28,0.25,0.27,4.03,0,0.03,0.16,0,1.75,0.36,0.17,0.12,0.02,0.36,0.11,0.58,1.28,0.07,6.5,0.03,2,8.94,0.13,0.02,0.16,0.08,0.02,0.27,1.11
tt0120399,6.7,U Turn_0120399,28129,3.95,237,0.06,0.4,1.74,0.01,0.04,0.01,0.23,0.04,3.4,0.65,0.62,0.15,0.14,0.89,0.18,4.45,0.32,0.13,0.18,3.7,0.09,25,0.41,0.06,0.38,0.09,0.13,0.33,7.7,0.01,1.71,0.75,0.66,0.54,0.37,1.97,0.6,0.26,0.27,3.7,0.01,0.06,0.16,0,3.76,0.39,0.08,0.2,0,0.59,0.04,0.5,1.4,0.03,4.66,0.06,2.41,9.45,0.14,0.02,0.15,0.09,0.03,0.3,1.6
tt0243327,5.5,Ultimate Target_0243327,18021,4.11,200,0.1,0.42,2.05,0.03,0.14,0.01,0.39,0.01,3.98,0.74,0.73,0.04,0.11,0.69,0.21,5.13,0.48,0.07,0.12,2.84,0.09,27.61,0.87,0.09,0.32,0.02,0.13,0.39,7.31,0.01,1.43,0.31,0.62,0.63,0.14,1.88,0.85,0.36,0.47,2.67,0.01,0.04,0.12,0,3.09,0.26,0.26,0.27,0.01,0.59,0.12,0.58,1.52,0.07,3.28,0.04,2.23,9.42,0.12,0.03,0.2,0.08,0.04,0.38,1.43
tt1230395,5.4,Unborn_1230395,24554,4.38,233,0.13,0.35,1.41,0.03,0.06,0.02,0.23,0.04,2.34,0.41,0.46,0.04,0.14,0.58,0.19,2.19,0.69,0.04,0.07,3.99,0.07,29.42,0.87,0.09,0.63,0.14,0.3,0.57,8.48,0.02,1.57,0.95,0.44,0.61,0.93,1.71,0.41,0.09,0.21,3.86,0.05,0.13,0.31,0.02,1.27,0.29,0.2,0.18,0.02,0.29,0.08,0.65,1.32,0.04,5.11,0.08,1.65,8.79,0.09,0,0.1,0.02,0.11,0.46,0.66
tt0217869,7.3,Unbreakable_0217869,24830,4.2,198,0.17,0.18,1.54,0.02,0.05,0,0.13,0.02,1.96,0.41,0.39,0.03,0.28,0.46,0.19,2.13,0.6,0.06,0.05,4.48,0.02,28.99,0.92,0.04,0.55,0.02,0.24,0.65,9.98,0,1.21,0.74,0.3,0.46,0.04,1.28,0.28,0.1,0.17,3.03,0,0.06,0.12,0,1.56,0.25,0.44,0.14,0.01,0.33,0.06,0.41,1.11,0.02,5.49,0.13,1.78,10.32,0.04,0.02,0.12,0.12,0.08,0.31,0.79
tt1809398,7.2,Unbroken_1809398,20194,4.28,229,0.12,0.32,1.02,0.04,0.01,0.01,0.15,0.01,1.23,0.23,0.32,0.04,0.16,0.36,0.08,1.19,0.61,0.02,0.04,4.32,0.02,32.73,0.54,0.03,0.61,0.14,0.26,0.73,9.24,0,1.03,0.85,0.36,0.39,0.51,1.26,0.19,0.17,0.2,2.75,0,0.1,0.18,0,0.74,0.33,0.21,0.14,0,0.27,0.02,0.46,1.03,0.03,5.01,0.02,0.92,8.94,0.08,0.01,0.07,0.07,0.1,0.53,0.62
tt0086510,7,Under Fire_0086510,28091,4.38,213,0.1,0.78,1.64,0.05,0.05,0.04,0.13,0.02,1.7,0.34,0.3,0.04,0.23,0.31,0.15,1.99,0.49,0.04,0.07,3.9,0.07,30.66,1,0.05,0.6,0.07,0.21,0.87,9.9,0.02,0.91,0.7,0.23,0.74,0.26,1.43,0.31,0.15,0.25,3.17,0.01,0.14,0.11,0.01,1.2,0.31,0.31,0.17,0.01,0.29,0.06,0.41,1.36,0.04,4.29,0.06,1.01,10.16,0.1,0.02,0.15,0.11,0.07,0.41,0.76
tt0465653,6.9,Under the Greenwood Tree_0465653,18482,4.22,229,0.29,0.24,1.5,0.08,0.02,0.02,0.24,0.03,1.83,0.52,0.43,0.03,0.17,0.62,0.26,3.52,0.53,0.05,0.11,4.66,0.12,28.41,0.68,0.04,0.53,0.06,0.5,0.83,8.46,0,1.16,0.58,0.47,0.51,0.27,1.73,0.81,0.24,0.44,2.69,0.02,0.05,0.25,0.01,2.28,0.22,0.22,0.2,0.04,0.47,0.06,0.36,1.11,0.03,4.18,0.04,1.31,8.44,0.12,0.01,0.12,0.14,0.06,0.3,0.92
tt1275861,4.8,Under the Mountain_1275861,19642,4.35,225,0.02,0.21,0.93,0.02,0.02,0.05,0.17,0.01,1.64,0.14,0.19,0.03,0.13,0.28,0.12,1.39,0.43,0.03,0.06,3.68,0.05,34.63,0.51,0.02,0.39,0.13,0.1,0.92,8.32,0.01,0.87,1.58,0.28,0.41,0.57,1.15,0.22,0.1,0.11,2.63,0.01,0.21,0.05,0,0.96,0.25,0.11,0.1,0,0.18,0.01,0.31,0.95,0.02,5.12,0.04,0.85,8.68,0.07,0.01,0.14,0.02,0.05,0.42,0.38
tt5691670,6.5,Under the Silver Lake_5691670,33930,4.33,249,0.09,0.2,1.31,0.04,0.01,0.04,0.09,0.01,1.71,0.43,0.28,0.04,0.09,0.46,0.16,1.82,0.57,0.05,0.08,5.4,0.04,31.58,0.8,0.02,0.35,0.1,0.08,0.9,8.37,0.01,1.14,1,0.24,0.45,0.89,1.5,0.24,0.09,0.26,2.39,0.01,0.06,0.1,0.01,1.24,0.21,0.17,0.11,0,0.22,0.08,0.29,0.72,0.02,4.41,0.05,0.99,9.04,0.07,0.01,0.13,0.06,0.08,0.4,0.6
tt1441395,6.3,Under the Skin_1441395,23343,4.23,242,0.11,0.33,1.34,0.04,0.02,0.02,0.21,0.04,1.47,0.44,0.24,0.08,0.15,0.37,0.2,1.67,0.47,0.02,0.1,5.86,0.05,23.69,1.08,0.1,0.53,0.09,0.12,0.71,10.45,0.02,1.56,1.11,0.31,0.43,0.41,1.58,0.14,0.06,0.11,3.68,0.07,0.16,0.15,0,0.67,0.46,0.31,0.11,0,0.3,0.05,0.65,1.14,0.02,7.61,0.09,0.68,10.14,0.07,0,0.1,0.07,0.13,0.54,0.48
tt0250797,6.7,Unfaithful_0250797,28731,4.09,238,0.08,0.42,1.32,0.01,0.01,0.01,0.13,0.01,2.67,0.27,0.36,0.06,0.19,0.43,0.14,2.6,0.62,0.07,0.09,2.83,0.06,27.49,0.7,0.07,0.24,0.07,0.14,0.55,8.14,0,1.76,0.65,0.39,0.46,0.52,1.52,0.38,0.18,0.16,3.54,0.02,0.04,0.12,0,1.49,0.44,0.25,0.08,0,0.26,0.03,0.47,0.97,0.02,7.51,0.06,1.32,10.3,0.1,0.01,0.19,0.03,0.03,0.25,0.84
tt0105695,8.2,Unforgiven_0105695,27967,4.05,216,0.07,0.54,1.23,0.02,0.09,0.05,0.22,0.04,2.58,0.4,0.26,0.16,0.18,0.66,0.2,2.37,0.35,0.11,0.13,4.16,0.05,29.3,0.34,0.1,0.32,0.08,0.18,1.11,7.76,0,1.04,0.74,0.5,0.48,0.53,1.57,0.51,0.15,0.38,3.32,0.01,0.04,0.09,0,1.78,0.19,0.13,0.31,0.01,0.41,0.09,0.3,0.73,0.03,5.11,0.06,2.13,8.1,0.1,0.03,0.06,0.14,0.07,0.53,1.57
tt1401152,6.8,Unknown_1401152,27018,4.47,251,0.07,0.16,1.21,0.01,0.02,0.01,0.07,0.01,2.34,0.24,0.33,0.06,0.15,0.37,0.14,2.22,0.79,0.03,0.06,3.97,0.06,34.2,1.04,0.03,0.21,0.15,0.16,0.57,8.52,0,1.07,0.97,0.37,0.38,0.75,1.31,0.28,0.1,0.23,2.91,0.01,0.05,0.09,0,1.6,0.37,0.32,0.17,0.01,0.21,0.03,0.41,0.98,0.01,5.41,0.03,1.43,8.56,0.12,0.02,0.13,0.11,0.11,0.78,0.64
tt0914863,7,Unthinkable_0914863,26194,4.13,213,0.08,0.83,2,0.02,0.03,0,0.22,0.02,2.55,0.66,0.89,0.09,0.09,0.49,0.25,3.75,0.21,0.04,0.12,3.34,0.12,27.75,1.06,0.05,0.52,0.07,0.25,0.41,7.85,0.01,1.16,0.6,0.63,0.68,0.17,1.64,0.69,0.41,0.28,2.89,0.03,0.03,0.14,0,3.15,0.48,0.32,0.26,0.02,0.39,0.08,0.62,1.26,0.02,5.44,0.05,1.78,10.94,0.13,0.02,0.23,0.06,0.03,0.14,1.37
tt0880578,6.2,Untraceable_0880578,25736,4.35,249,0.05,0.5,1.18,0.07,0.07,0.02,0.07,0.02,2.1,0.27,0.35,0.04,0.16,0.5,0.13,1.81,0.72,0.07,0.09,4.33,0.05,32.04,0.97,0.07,0.51,0.14,0.23,0.65,8.09,0.02,1.4,0.76,0.35,0.43,0.72,1.62,0.65,0.13,0.26,3.38,0.07,0.05,0.09,0,0.92,0.32,0.2,0.12,0.01,0.29,0.05,0.89,0.89,0.02,5.47,0.04,1.76,9.05,0.1,0.02,0.18,0.06,0.08,0.32,0.62
tt1546360,7.5,Unusual Suspects_1546360,27255,4.32,209,0.09,0.14,1.6,0.04,0.05,0.04,0.21,0.02,1.95,0.39,0.41,0.05,0.12,0.37,0.1,2.76,0.34,0.01,0.08,4.25,0.04,28.66,0.74,0.06,0.45,0.04,0.19,0.69,9.39,0.02,1.07,0.75,0.5,0.55,0.29,1.84,0.59,0.2,0.32,2.86,0.01,0.03,0.18,0.01,1.92,0.32,0.18,0.19,0.02,0.54,0.03,0.34,1.2,0.02,4.61,0.13,2.23,8.5,0.12,0.01,0.13,0.08,0.08,0.32,0.84
tt1843323,6.5,Up All Night_1843323,25077,4.27,241,0.08,0.25,1.11,0.02,0,0.01,0.15,0.01,2.49,0.54,0.41,0.08,0.1,0.5,0.14,2.23,1.2,0.03,0.03,3.32,0.02,34.06,0.73,0.07,0.33,0.07,0.05,0.87,8.31,0,0.99,0.97,0.3,0.37,0.51,1.34,0.23,0.15,0.21,3.49,0,0.05,0.08,0,1.62,0.43,0.24,0.1,0,0.18,0.05,0.63,0.96,0.03,4.6,0.01,1.71,8.42,0.11,0.04,0.17,0.12,0.06,0.4,0.71
tt0118055,6.1,Up Close Personal_0118055,25668,4.34,215,0.07,0.33,1.2,0.01,0.06,0.01,0.23,0.02,1.85,0.51,0.5,0.03,0.07,0.33,0.12,2.51,0.57,0.04,0.12,3.17,0.05,37.43,0.73,0.07,0.29,0.05,0.16,0.61,7.86,0.02,1,0.37,0.4,0.31,0.27,1.53,0.28,0.27,0.43,3.26,0.04,0.06,0.11,0,2.17,0.27,0.23,0.09,0.02,0.4,0.07,0.53,1.31,0.01,2.82,0.05,2.19,7.48,0.09,0.01,0.07,0.05,0.1,0.57,1.03
tt1193138,7.4,Up in the Air_1193138,20710,4.18,213,0.06,0.3,2.06,0.02,0.07,0.01,0.14,0.03,3.68,0.62,0.67,0.12,0.14,0.89,0.2,3.99,0.65,0.09,0.06,3.66,0.09,30.7,1.01,0.04,0.42,0.03,0.17,0.66,7.31,0.02,1.36,0.34,0.57,0.67,0.21,1.93,0.41,0.29,0.21,3.44,0.01,0.08,0.21,0,2.78,0.37,0.15,0.08,0.02,0.4,0.05,0.5,1.65,0.02,2.9,0.09,1.56,9.7,0.13,0.01,0.18,0.07,0.05,0.31,1.25
tt6499752,7.5,Upgrade_6499752,23384,4.19,239,0.1,0.13,1.39,0.06,0.03,0.03,0.18,0.02,2.11,0.49,0.53,0.05,0.13,0.32,0.13,2.83,0.62,0.03,0.07,3.91,0.05,30.64,0.9,0.05,0.44,0.16,0.14,0.46,8.66,0.01,1.53,0.94,0.63,0.47,0.92,1.43,0.35,0.33,0.2,2.99,0.02,0.04,0.15,0,2.15,0.29,0.34,0.15,0.02,0.26,0.09,0.4,1.05,0.03,4.93,0.08,1.51,8.83,0.09,0.02,0.18,0.09,0.09,0.35,0.98
tt2084989,6.5,Upstream Color_2084989,19931,4.12,220,0.07,0.27,1.57,0.02,0.06,0.02,0.21,0.04,2.63,0.34,0.56,0.09,0.16,0.5,0.15,2.45,0.51,0.08,0.07,3.27,0.08,28.02,0.66,0.09,0.43,0.08,0.2,0.37,7.64,0,1.62,0.83,0.39,0.6,0.5,1.76,0.6,0.18,0.33,2.94,0.04,0.04,0.07,0.01,1.65,0.4,0.25,0.11,0.01,0.27,0.05,0.43,1.51,0.02,5.99,0.06,1.16,10.55,0.1,0.01,0.24,0.06,0.04,0.15,1.04
tt1049413,8.3,Up_1049413,17395,4.25,236,0.03,0.3,1.25,0.03,0.04,0,0.11,0.01,1.75,0.34,0.44,0.05,0.06,0.36,0.18,2.43,0.93,0.03,0.08,3.04,0.05,36.45,0.58,0.03,0.41,0.09,0.17,0.91,7.92,0.01,1.37,0.93,0.35,0.39,0.36,1.01,0.46,0.16,0.2,2.79,0.02,0.01,0.09,0,1.48,0.41,0.11,0.07,0.01,0.22,0.02,0.39,0.99,0.01,4.09,0.03,0.94,9.98,0.06,0.02,0.13,0.01,0.06,0.24,0.65
tt0146336,5.6,Urban Legend_0146336,20989,4.24,238,0.16,0.1,1.49,0.04,0.02,0.01,0.13,0.02,3.1,0.29,0.38,0.08,0.17,0.56,0.3,2.32,0.53,0.06,0.05,3.44,0.09,28.42,0.57,0.03,0.43,0.04,0.1,0.64,8.16,0,1.5,0.99,0.32,0.51,0.31,1.65,0.78,0.14,0.18,3.32,0.01,0.11,0.21,0,1.52,0.57,0.14,0.14,0,0.3,0.05,0.42,1.04,0.01,5.59,0.05,1.31,10.25,0.05,0,0.15,0.06,0.07,0.32,0.89
tt6857112,6.8,Us_6857112,18468,4.33,226,0.08,0.29,1.3,0.04,0.02,0.03,0.1,0,2.43,0.29,0.34,0.07,0.11,0.5,0.19,2.19,0.29,0.01,0.08,3.78,0.04,33.65,0.69,0.08,0.42,0.08,0.11,0.83,8.2,0.01,1.21,1.07,0.37,0.58,0.17,1.36,0.19,0.17,0.17,3.19,0,0.06,0.11,0.02,1.14,0.36,0.08,0.1,0.01,0.24,0.06,0.42,1.01,0.01,4.52,0.1,1.55,10.21,0.06,0.02,0.14,0.21,0.05,0.32,0.79
tt0775408,7.6,V for Vendetta Unmasked_0775408,26554,4.19,196,0.11,0.2,1.86,0.04,0.06,0.04,0.18,0.02,1.79,0.67,0.54,0.06,0.22,0.45,0.25,3.66,0.38,0.03,0.07,4.17,0.12,29.45,0.79,0.1,0.59,0.05,0.32,0.49,8.14,0.01,1.36,0.64,0.41,0.66,0.43,2,0.53,0.2,0.25,2.77,0.01,0.1,0.21,0.01,2.32,0.21,0.22,0.15,0.02,0.37,0.15,0.46,1.1,0.07,4.83,0.15,2.09,9.2,0.16,0.04,0.12,0.08,0.12,0.38,0.87
tt0434409,8.1,V for Vendetta_0434409,26568,4.19,192,0.11,0.2,1.86,0.04,0.06,0.04,0.18,0.02,1.78,0.67,0.54,0.06,0.22,0.45,0.25,3.65,0.38,0.03,0.07,4.16,0.12,29.46,0.8,0.1,0.59,0.05,0.32,0.49,8.14,0.01,1.36,0.64,0.41,0.65,0.43,2,0.53,0.2,0.25,2.77,0.01,0.1,0.21,0.01,2.32,0.21,0.22,0.15,0.02,0.37,0.15,0.46,1.1,0.07,4.83,0.15,2.09,9.19,0.16,0.04,0.12,0.08,0.12,0.38,0.87
tt0452702,6.2,Vacancy_0452702,19554,4.2,228,0.03,0.56,0.91,0.01,0.03,0.02,0.13,0.02,2.95,0.44,0.41,0.03,0.12,0.7,0.19,2.09,0.59,0.09,0.11,2.52,0.07,31.74,0.42,0.02,0.27,0.07,0.1,0.63,8.54,0,1.46,1.41,0.48,0.32,0.54,1.38,0.38,0.1,0.11,3.38,0,0.05,0.13,0.02,0.96,0.3,0.2,0.16,0,0.24,0.03,0.37,1.23,0.01,4.39,0.04,0.93,9.38,0.04,0.01,0.15,0,0.03,0.39,0.99
tt0817230,5.8,Valentine s Day_0817230,24178,4.12,226,0.09,0.51,1.78,0.02,0.1,0.02,0.09,0.02,3.41,0.6,0.7,0.14,0.14,1.04,0.1,3.83,0.4,0.09,0.1,3.6,0.14,26.89,0.6,0.06,0.34,0.09,0.14,0.47,7.8,0.01,1.48,0.56,0.49,0.73,0.4,1.96,0.38,0.31,0.46,4.09,0.03,0.05,0.23,0,2.11,0.39,0.16,0.12,0.02,0.51,0.06,0.74,1.43,0.04,5.55,0.02,1.8,10.48,0.14,0.02,0.16,0.03,0.02,0.24,1.43
tt0242998,4.9,Valentine_0242998,25396,4.7,250,0.07,0.49,1.26,0.02,0,0.01,0.11,0.02,2.15,0.26,0.35,0.05,0.15,0.86,0.19,2.19,0.51,0.02,0.1,4.97,0.07,31.13,0.79,0.01,0.91,0.09,0.11,0.65,8.91,0.01,1.23,0.79,0.82,0.46,0.34,1.61,0.22,0.12,0.15,3.19,0.02,0.04,0.15,0.01,1.25,0.37,0.21,0.15,0,0.19,0.04,0.4,1.02,0.03,5.2,0.06,1.72,9.48,0.05,0.02,0.08,0.03,0.04,0.21,0.65
tt0985699,7.1,Valkyrie_0985699,24511,4.6,237,0.1,0.21,1.56,0.08,0,0.02,0.23,0.06,1.91,0.47,0.38,0.09,0.26,0.47,0.12,2.6,0.52,0.02,0.09,4.1,0.09,30.42,1.18,0.1,0.68,0.09,0.28,0.73,8.35,0.01,0.88,0.54,0.6,0.6,0.69,1.65,0.65,0.17,0.44,3.34,0,0.1,0.26,0.01,1.52,0.28,0.2,0.21,0.01,0.29,0.07,0.68,1.35,0.04,4.24,0.07,0.95,8.64,0.13,0,0.12,0.12,0.08,0.36,0.75
tt0023649,7.4,Vampyr_0023649,15996,4.33,205,0.24,0.66,1.04,0.07,0.03,0,0.41,0.09,0.21,0.4,0.09,0.11,0.3,0.35,0.28,0.44,0.57,0.02,0.07,4.93,0.12,23.11,0.91,0.18,0.78,0.06,0.74,0.81,10.43,0.17,1.1,0.79,0.31,0.48,0.22,1.74,0.12,0.03,0.28,4.1,0.26,0.16,0.26,0,0.29,0.18,0.24,0.14,0.05,0.13,0.17,0.49,1.01,0.09,7.76,0.05,0.44,11.38,0.05,0.05,0.09,0.12,0.09,0.43,0.3
tt5197820,6.3,Van Helsing_5197820,27119,4.32,230,0.11,0.55,0.98,0.03,0.04,0,0.16,0.01,1.95,0.27,0.39,0.08,0.13,0.35,0.1,1.89,2.78,0.03,0.04,4.2,0.09,30.62,0.47,0.03,0.5,0.1,0.21,0.81,9.31,0.01,1.26,1.23,0.31,0.31,0.45,1.06,0.36,0.11,0.15,3.71,0.05,0.02,0.22,0,1.27,0.31,0.13,0.12,0,0.22,0.03,0.3,0.98,0.03,4.88,0.04,0.82,9.59,0.09,0.01,0.07,0.03,0.07,0.32,0.59
tt0259711,6.9,Vanilla Sky_0259711,20530,4.25,214,0.17,0.8,2.17,0.04,0.09,0.01,0.21,0.01,3.02,0.58,0.45,0.05,0.21,0.53,0.13,3.91,0.54,0.03,0.07,4.45,0.03,27.55,1.33,0.01,0.56,0.12,0.18,0.53,8.04,0.01,1.29,0.54,0.45,0.72,0.38,1.96,0.66,0.17,0.25,3.35,0.02,0.05,0.2,0.02,3.23,0.35,0.23,0.12,0.01,0.32,0.11,0.65,1.26,0.01,4.48,0.07,2.19,9.35,0.09,0.02,0.16,0.17,0.06,0.22,1.07
tt0443274,6.6,Vantage Point_0443274,24449,4.06,258,0.05,0.22,1.04,0.02,0.01,0,0.06,0.09,1.44,0.26,0.39,0.03,0.11,0.42,0.18,1.01,0.23,0,0.05,2.71,0.04,38.44,0.5,0.04,0.38,0.04,0.18,0.32,7.07,0.01,0.91,0.87,0.42,0.35,1.02,1.27,0.08,0.11,0.09,3.26,0.01,0.04,0.08,0,0.74,0.42,0.18,0.16,0.02,0.17,0.09,0.56,1.25,0.05,5.5,0.06,1.24,8.82,0.04,0,0.05,0.02,0.06,0.49,0.63
tt1759761,8.4,Veep_1759761,19897,4.3,240,0.16,0.42,1.71,0.06,0.07,0.01,0.17,0.04,2.28,0.59,0.54,0.11,0.07,0.59,0.2,3.11,0.76,0.02,0.03,3.87,0.1,36.63,1.01,0.09,0.47,0.06,0.36,0.94,7.92,0.02,0.99,0.45,0.42,0.49,0.11,1.27,0.5,0.2,0.38,2.41,0.04,0.04,0.22,0.01,1.5,0.22,0.17,0.13,0.02,0.34,0.11,0.47,1.09,0.05,2.46,0.14,1.92,7.37,0.05,0.01,0.13,0.09,0.06,0.54,0.84
