FileCode,IMDBRating,Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0
tt0360486,7,Constantine_0360486,24481,4.38,239,0.09,0.21,1.14,0.07,0.05,0.01,0.12,0.01,2.01,0.74,0.51,0.06,0.17,0.57,0.13,1.46,0.57,0.04,0.07,4.28,0.06,30.55,0.89,0.05,0.58,0.06,0.2,0.51,8.97,0,1.26,1.03,0.33,0.36,0.29,1.45,0.37,0.14,0.11,3.67,0,0.08,0.24,0.02,1.51,0.46,0.2,0.13,0,0.29,0.05,0.47,1.09,0.03,4.86,0.11,1.24,10.32,0.09,0.02,0.08,0.02,0.06,0.36,0.99
tt1598778,6.8,Contagion_1598778,26663,4.32,252,0.07,0.22,1.8,0.06,0.06,0.01,0.21,0.02,2.41,0.42,0.5,0.02,0.07,0.45,0.38,3.15,0.62,0.09,0.1,3.26,0.08,30.85,1.03,0.05,0.48,0.06,0.28,0.76,8.86,0.02,1.44,0.55,0.51,0.62,0.09,1.39,0.38,0.18,0.41,2.63,0,0.08,0.12,0,1.53,0.29,0.21,0.11,0.01,0.39,0.12,0.6,1.2,0.06,4.19,0.07,1.79,9.43,0.13,0.02,0.15,0.11,0.07,0.27,0.92
tt0061512,8,Cool Hand Luke_0061512,25021,4.22,216,0.03,0.25,1.06,0.02,0.02,0.04,0.09,0.02,1.81,0.44,0.33,0.1,0.1,0.55,0.12,1.89,0.54,0.04,0.04,4,0.04,31.76,0.4,0.09,0.49,0.12,0.26,0.94,8.62,0.02,1.3,0.82,0.24,0.31,0.65,1.34,0.3,0.15,0.22,3.47,0.02,0.07,0.14,0.01,1.87,0.42,0.33,0.18,0.02,0.29,0.01,0.44,1.11,0.02,4.64,0.05,1.49,8.76,0.07,0.02,0.11,0.12,0.03,0.63,0.92
tt0106611,7,Cool Runnings_0106611,23175,4.07,241,0.05,0.26,1.57,0.01,0,0.01,0.16,0.03,2.58,0.45,0.5,0.13,0.13,0.49,0.19,2.68,0.63,0.04,0.08,4.51,0.03,30.95,0.5,0.03,0.4,0.04,0.18,0.72,8.37,0.01,1.18,0.49,0.42,0.47,0.17,1.6,0.22,0.14,0.25,2.85,0,0.04,0.17,0,2.16,0.45,0.12,0.16,0.02,0.31,0.07,0.42,1.01,0.02,3.83,0.06,1.23,9.64,0.13,0,0.11,0.07,0.03,0.42,0.92
tt0118887,7,Cop Land_0118887,27621,4.33,249,0.05,0.43,1.19,0.01,0.03,0.01,0.12,0.01,1.68,0.52,0.46,0.06,0.05,0.24,0.16,2.29,0.7,0.05,0.09,3.27,0.07,34.76,0.49,0.01,0.2,0.08,0.06,0.39,8.78,0.01,0.91,0.79,0.28,0.41,0.91,1.29,0.19,0.17,0.25,2.33,0,0.03,0.03,0,1.92,0.33,0.31,0.07,0,0.27,0.05,0.3,1.01,0,4.62,0.04,1.59,9.01,0.04,0.01,0.13,0.07,0.06,0.28,0.7
tt0112722,6.6,Copycat_0112722,30669,4.14,235,0.1,0.44,1.72,0.04,0.08,0.01,0.18,0.02,2.39,0.52,0.52,0.14,0.17,0.47,0.14,2.79,0.78,0.06,0.08,3.34,0.07,29.43,0.82,0.03,0.47,0.07,0.25,0.7,8.96,0.02,1.25,0.67,0.42,0.55,0.27,1.51,0.47,0.22,0.31,2.93,0.02,0.11,0.17,0.01,2.18,0.34,0.3,0.13,0,0.36,0.05,0.43,1.54,0.04,5.84,0.1,1.93,9.21,0.1,0.02,0.22,0.12,0.05,0.33,0.97
tt0327597,7.8,Coraline_0327597,24507,4.37,237,0.13,0.64,0.94,0.02,0.01,0.01,0.11,0.03,2.44,0.25,0.18,0.11,0.11,0.48,0.13,1.75,0.73,0.03,0.04,5.1,0.05,34.31,0.31,0.05,0.4,0.13,0.09,0.9,8.14,0.01,1.29,0.93,0.29,0.38,0.42,1.3,0.31,0.07,0.17,2.99,0.02,0.04,0.11,0,1.4,0.33,0.19,0.08,0,0.26,0.04,0.26,0.95,0.02,5.95,0.11,1.03,9.41,0.03,0,0.11,0.02,0.07,0.27,0.71
tt1441109,7.1,Cougar Town_1441109,24486,4.38,234,0.09,0.59,0.98,0.01,0.01,0.07,0.08,0,1.9,0.31,0.26,0.02,0.09,0.46,0.09,2.11,0.9,0.06,0.07,4.38,0.04,32.68,0.61,0.13,0.23,0.07,0.06,0.51,9.34,0,0.8,0.62,0.29,0.39,0.37,1.42,0.33,0.15,0.23,2.87,0.09,0.04,0.08,0,1.98,0.42,0.14,0.1,0,0.23,0.03,0.58,0.94,0.01,4,0.03,1.02,8.89,0.09,0.01,0.18,0.03,0.06,0.34,0.71
tt0065569,5.6,Count Dracula_0065569,4845,4.38,216,0.23,0.43,1.73,0.06,0.08,0.06,0.19,0.02,1.49,0.7,0.47,0.19,0.08,0.21,0.23,4.64,2.7,0.04,0.08,2.99,0.39,32.98,0.54,0.14,0.56,0.19,0.47,0.97,6.56,0.04,0.95,0.64,0.72,0.68,0.1,1.8,0.68,0.17,0.27,3.14,0,0.06,0.21,0.02,3.12,0.23,0.25,0.08,0,0.35,0.1,0.93,0.97,0.08,2.68,0,1.71,8.19,0.14,0.02,0.33,0.04,0.06,0.19,0.8
tt0075882,7.2,Count Dracula_0075882,7697,4.18,223,0.14,0.4,2.26,0.04,0,0.01,0.26,0,3.13,0.79,0.44,0.22,0.17,0.55,0.3,5.56,2.18,0.01,0.14,3.24,0.51,29.84,0.32,0.1,0.56,0.19,0.38,0.82,6.61,0,1.31,0.35,0.66,0.77,0.06,1.94,1.13,0.19,0.26,3.26,0.03,0.05,0.18,0,3.24,0.29,0.1,0.32,0.01,0.38,0.17,0.57,1.46,0.05,2.88,0.01,1.66,7.78,0.09,0.01,0.29,0.04,0.03,0.12,1.71
tt0115956,6.6,Courage Under Fire_0115956,28540,4.25,227,0.04,0.27,1.52,0.03,0.04,0.02,0.18,0.02,2.55,0.53,0.49,0.08,0.08,0.69,0.22,3.54,1.04,0.09,0.11,3.34,0.02,28.21,0.56,0.06,0.44,0.51,0.15,0.37,8.93,0,1.46,0.67,0.6,0.45,0.61,1.5,0.56,0.27,0.32,3.12,0,0.04,0.14,0,1.87,0.34,0.2,0.16,0.01,0.32,0.06,0.35,1.24,0.02,4.1,0.04,2.78,8.13,0.11,0,0.15,0.04,0.06,0.26,1.21
tt0409847,6,Cowboys Aliens_0409847,27662,4.3,261,0.02,0.61,1,0.01,0.03,0.01,0.17,0.01,2.35,0.54,0.54,0.11,0.14,0.47,0.09,2.12,1,0.03,0.04,2.77,0.06,35.24,0.47,0.03,0.37,0.13,0.07,0.64,8.69,0.02,1.32,0.78,0.3,0.25,0.5,1.29,0.31,0.14,0.26,3.35,0.02,0.08,0.07,0,1.56,0.37,0.2,0.1,0,0.3,0.06,0.32,0.97,0.03,4.61,0.1,1.46,8.27,0.06,0.01,0.12,0.05,0.07,0.3,0.64
tt0306685,5.8,Cradle 2 the Grave_0306685,18450,4.29,197,0.09,0.63,1.14,0.03,0,0,0.1,0.02,2.35,0.29,0.42,0.08,0.1,0.7,0.15,2.33,0.46,0.06,0.05,4.16,0.04,33.03,1.15,0.09,0.29,0.04,0.11,0.8,7.76,0.08,1.13,1.09,0.4,0.34,0.48,1.63,0.41,0.22,0.16,3.63,0.07,0.03,0.15,0,1.28,0.46,0.21,0.23,0.01,0.25,0.03,0.41,1.05,0.01,3.71,0.02,1.07,8.81,0.12,0.01,0.11,0.1,0.05,0.37,0.91
tt0479884,6.9,Crank_0479884,22193,4.18,221,0.09,0.26,1.22,0.02,0.01,0.01,0.1,0.02,2.41,0.34,0.53,0.12,0.14,0.4,0.07,2.08,0.63,0.07,0.06,3.54,0.04,32.21,0.67,0.07,0.31,0.09,0.14,0.43,8.85,0,1.22,0.7,0.27,0.4,0.71,1.37,0.27,0.09,0.15,3.16,0.03,0.06,0.12,0,1.96,0.46,0.12,0.08,0,0.28,0.07,0.46,1.3,0,4.18,0.03,1.09,8.84,0.07,0,0.19,0.01,0.04,0.28,0.48
tt0115964,6.4,Crash_0115964,16994,4.56,218,0.11,0.36,1.12,0.04,0.04,0.15,0.13,0.05,0.92,0.39,0.24,0.05,0.23,0.26,0.15,1.37,0.32,0.03,0.02,5.81,0.05,29.88,0.89,0.09,0.49,0.11,0.43,0.94,10.72,0.04,1.24,1.31,0.38,0.42,0.63,1.16,0.26,0.05,0.09,3.05,0.15,0.13,0.22,0.01,0.84,0.15,0.24,0.07,0.04,0.19,0.15,0.44,1.04,0.05,5.55,0.11,1.22,7.79,0.06,0.02,0.07,0.08,0.22,0.59,0.45
tt8364368,6.1,Crawl_8364368,15226,4.41,251,0.05,0.24,0.97,0.03,0,0.01,0.07,0.01,2.38,0.51,0.24,0.09,0.16,0.53,0.14,1,1.02,0.04,0.05,4.7,0.09,28.69,1.02,0.07,0.48,0.09,0.17,0.32,9.96,0,2.1,1.24,0.45,0.45,1.82,1.56,0.11,0.07,0.09,3.63,0,0.07,0.16,0,0.6,0.65,0.26,0.07,0.01,0.3,0.09,0.49,1.22,0.03,6.13,0.02,0.72,8.34,0.05,0,0.11,0,0.06,0.76,0.56
tt1263670,7.2,Crazy Heart_1263670,25124,3.95,231,0.05,0.33,1.91,0.01,0.02,0.04,0.21,0.02,3.84,0.41,0.48,0.03,0.1,0.77,0.08,3.3,0.43,0.06,0.05,4.97,0.07,29.28,0.35,0.06,0.3,0.04,0.19,0.6,7.51,0.01,1.41,0.54,0.51,0.7,0.13,1.42,0.57,0.27,0.29,3.26,0,0.02,0.15,0,2.3,0.32,0.17,0.1,0.02,0.29,0.08,0.64,1.27,0.03,4.28,0.09,1.52,8.57,0.09,0.02,0.11,0.06,0.03,0.2,1.17
tt0417555,8.2,Crazy Love_0417555,21304,4.23,213,0.11,0.49,1.64,0.01,0.03,0.01,0.18,0,2.93,0.45,0.47,0.07,0.1,0.84,0.08,3.75,0.31,0.12,0.04,3.89,0.18,31.99,0.83,0.11,0.35,0.06,0.19,0.69,8.03,0,1.26,0.57,0.61,0.66,0.26,1.72,0.6,0.21,0.33,3.26,0.02,0.03,0.13,0,2.45,0.34,0.16,0.09,0,0.52,0.04,0.57,1.38,0.02,4.05,0.08,1.35,9.62,0.08,0.02,0.18,0.06,0.04,0.15,1.01
tt3104988,6.9,Crazy Rich Asians_3104988,24431,4.26,258,0.2,0.5,2.1,0.05,0.08,0.02,0.16,0.01,3.07,0.49,0.75,0.11,0.09,0.81,0.16,3.54,0.52,0.07,0.07,3.97,0.1,31.47,0.63,0.06,0.44,0.12,0.15,0.74,6.98,0,1.11,0.44,0.38,0.84,0.29,1.89,0.43,0.12,0.18,2.98,0.04,0.03,0.18,0.01,2.83,0.37,0.18,0.11,0.02,0.43,0.05,0.22,1.22,0.05,3.51,0.04,1.65,9.37,0.13,0.02,0.14,0.05,0.06,0.36,1.11
tt1570728,7.4,Crazy Stupid Love_1570728,21252,4.07,239,0.16,0.63,2.06,0,0.08,0.02,0.18,0.01,3.67,0.52,0.64,0.12,0.17,0.97,0.12,4.58,0.4,0.09,0.05,4.25,0.12,26.39,0.57,0.08,0.33,0.05,0.19,0.31,6.77,0.02,1.37,0.42,0.41,0.77,0.22,1.76,0.54,0.31,0.4,4.02,0.02,0.02,0.2,0.01,3.03,0.36,0.22,0.13,0.02,0.4,0.07,0.74,1.23,0.04,4.47,0.04,1.57,10.27,0.16,0.03,0.16,0.08,0.02,0.11,1.11
tt0416658,5.9,Crazylove_0416658,21474,4.21,217,0.11,0.49,1.63,0.01,0.03,0.01,0.18,0,2.92,0.45,0.47,0.07,0.1,0.85,0.08,3.73,0.31,0.12,0.04,3.86,0.18,31.94,0.82,0.11,0.34,0.06,0.19,0.68,7.96,0,1.25,0.56,0.6,0.65,0.26,1.71,0.61,0.2,0.33,3.24,0.02,0.03,0.13,0,2.43,0.34,0.16,0.09,0,0.51,0.04,0.57,1.36,0.02,4.02,0.08,1.34,9.55,0.08,0.02,0.17,0.06,0.04,0.15,1
tt6343314,7.1,Creed II_6343314,21790,4.25,238,0.19,0.13,1.84,0.06,0.06,0.01,0.11,0.02,2.66,0.52,0.67,0.06,0.19,0.49,0.12,2.29,0.54,0.07,0.09,4.49,0.06,32.11,0.68,0.09,0.53,0.08,0.23,0.89,7.49,0,1.26,0.6,0.36,0.71,0.28,1.34,0.42,0.31,0.3,3.25,0.01,0.06,0.21,0.03,1.91,0.32,0.23,0.17,0,0.33,0.05,0.49,1.36,0.07,3.51,0.15,1.6,9.59,0.1,0,0.17,0.11,0.03,0.28,1.05
tt3076658,7.6,Creed_3076658,25205,4.12,231,0.08,1.04,1.21,0.03,0.04,0.02,0.17,0.01,2.47,0.48,0.58,0.07,0.09,0.58,0.07,2.72,0.46,0.02,0.06,3.63,0.05,30.74,0.58,0.13,0.25,0.06,0.14,0.52,9.05,0,1.3,0.63,0.39,0.4,0.37,1.39,0.25,0.2,0.17,3.21,0.01,0.04,0.1,0,2.12,0.63,0.12,0.08,0.02,0.26,0.05,0.5,1.17,0.03,4.48,0.04,1.54,9.86,0.08,0.02,0.15,0.06,0.04,0.41,0.81
tt0310924,6.4,Crime Spree_0310924,24931,4.14,207,0.1,0.11,1.56,0.03,0.06,0.02,0.25,0.01,2.68,0.34,0.51,0.06,0.1,0.47,0.18,3.42,0.64,0.06,0.05,3.06,0.08,30.94,0.6,0.02,0.38,0.02,0.18,0.59,8.35,0,1.07,0.7,0.48,0.49,0.18,1.84,0.61,0.18,0.27,2.68,0,0.06,0.17,0,2.35,0.29,0.25,0.1,0.02,0.42,0.06,0.39,1.38,0.01,4.36,0.05,1.41,10.4,0.1,0.02,0.18,0.14,0.06,0.27,1.04
tt2554274,6.5,Crimson Peak_2554274,23204,4.31,243,0.12,0.35,1.67,0.03,0.03,0.02,0.16,0.01,2.35,0.46,0.36,0.09,0.19,0.53,0.18,2.91,1.06,0.02,0.12,4.54,0.15,29.96,0.68,0.03,0.45,0.11,0.27,0.63,7.91,0.01,1.26,0.8,0.37,0.58,0.66,1.5,0.53,0.1,0.28,3.16,0.06,0.09,0.09,0,1.9,0.21,0.28,0.27,0.02,0.21,0.06,0.53,0.93,0.01,4.68,0.03,1.49,8.88,0.06,0.01,0.15,0.06,0.08,0.25,0.75
tt0074695,7.4,Cross of Iron_0074695,24689,4.28,221,0.18,0.3,1.61,0.05,0.02,0.02,0.23,0.05,1.98,0.38,0.31,0.1,0.25,0.38,0.35,2.86,0.42,0.03,0.05,3.81,0.12,26.1,1.04,0.06,0.58,0.08,0.38,0.54,9.67,0.01,1.07,0.63,0.49,0.65,0.27,1.53,0.66,0.11,0.31,4.43,0.03,0.07,0.17,0,1.98,0.47,0.36,0.15,0.02,0.32,0.15,0.45,1.36,0.06,5.5,0.03,1.18,10.32,0.09,0.05,0.26,0.16,0.06,0.3,1.07
tt2652118,6.1,Crouching Tiger Hidden Dragon Sword of Destiny_2652118,11755,3.94,209,0.05,0.45,2,0.05,0.03,0.03,0.22,0.03,2.81,0.34,0.32,0.05,0.22,0.5,0.11,3.78,0.51,0.03,0.07,2.96,0.25,30.91,0.78,0.1,0.47,0.1,0.42,0.66,7.18,0.01,1.36,0.76,0.8,0.62,0.29,1.74,0.94,0.07,0.21,3.65,0.03,0.06,0.33,0,3.28,0.32,0.17,0.14,0,0.34,0.02,0.59,1.23,0.03,4.02,0.02,1.81,9.43,0.09,0,0.17,0.09,0.06,0.22,1.08
tt0139134,6.8,Cruel Intentions_0139134,18241,4.24,201,0.13,0.08,2.11,0,0.08,0.01,0.18,0.04,4.41,0.49,0.62,0.16,0.1,0.62,0.13,5.03,0.35,0.05,0.1,2.65,0.08,29.34,0.51,0.12,0.27,0.04,0.13,0.52,6.81,0.01,1.45,0.36,0.52,0.88,0.14,1.94,1.28,0.36,0.39,2.8,0.02,0.04,0.19,0,3.88,0.32,0.19,0.07,0.03,0.54,0.09,0.36,1.3,0.04,4.92,0.03,1.79,10.67,0.15,0.03,0.38,0.09,0.02,0.26,1.39
tt0111931,8.1,Crusades_0111931,32988,4.38,221,0.05,0.32,0.82,0.15,0.01,0.02,0.07,0.01,0.49,0.29,0.15,0.05,0.14,0.17,0.13,1.41,0.51,0.01,0.06,3.83,0.09,33.78,0.61,0.08,0.82,0.16,0.26,1.02,10.67,0.05,0.62,1.13,0.25,0.31,0.57,1.04,0.43,0.05,0.15,2.08,0.01,0.11,0.09,0,0.92,0.12,0.26,0.11,0.02,0.13,0.07,0.25,0.73,0.03,5.69,0.13,0.7,9.38,0.02,0.04,0.05,0.17,0.13,0.25,0.29
tt0123755,7.1,Cube_0123755,9112,6.21,149,0.03,0.25,2.39,0.05,0.07,0,0.16,0.01,3.5,0.72,0.61,0.05,0.26,0.72,0.46,4.5,0.3,0.08,0.26,6.56,0.09,25.59,0.44,0.1,0.37,0.08,0.2,0.19,6.4,0,1.82,0.75,0.58,0.71,0.04,2.13,0.33,0.23,0.24,3.93,0.03,0.05,0.13,0.01,2.59,0.43,0.34,0.19,0.01,0.36,0.04,0.55,1.2,0.03,2.69,0.05,1.71,11.47,0.18,0.02,0.27,0.04,0.04,0.24,1.45
tt1763990,7.5,Curse of the Cat People Glenda and Odessa_1763990,25105,4.37,212,0.17,0.67,1.33,0.04,0.04,0.07,0.18,0.02,1.9,0.4,0.34,0.05,0.18,0.72,0.29,2.19,0.71,0.03,0.03,4.47,0.14,27.98,0.53,0.08,0.85,0.07,0.34,0.8,9.64,0.02,1.33,0.76,0.77,0.44,0.49,1.7,0.55,0.1,0.22,3.73,0.03,0.06,0.16,0,1.68,0.24,0.13,0.12,0,0.2,0.07,0.38,1.03,0.04,5.23,0.06,1.76,9.02,0.07,0.03,0.11,0.11,0.09,0.25,0.68
tt6002232,7.5,Custody_6002232,15437,4.04,206,0.1,0.25,1.85,0.02,0.03,0.02,0.21,0.01,2.9,0.52,0.45,0.01,0.13,0.59,0.17,3.84,0.4,0.07,0.06,3.02,0.13,31.9,0.82,0.04,0.38,0.01,0.23,0.43,6.61,0.03,0.95,0.54,0.74,0.69,0.17,1.64,0.55,0.33,0.24,3.08,0.01,0.17,0.24,0.01,3.08,0.27,0.17,0.15,0,0.42,0.05,0.47,2.46,0.01,3.77,0.14,1.57,9.54,0.16,0,0.24,0.06,0.06,0.25,1.26
tt0790636,7.9,Dallas Buyers Club_0790636,22135,4.07,230,0.09,0.38,1.26,0.05,0.01,0,0.21,0.01,2.36,0.43,0.49,0.09,0.09,0.37,0.12,2.72,0.38,0.04,0.05,3.2,0.05,35.52,0.78,0.05,0.36,0.07,0.11,0.53,7.8,0.03,1.15,0.47,0.37,0.38,0.22,1.2,0.41,0.11,0.27,2.56,0.01,0.06,0.14,0.01,2.22,0.47,0.17,0.14,0.02,0.3,0.07,0.39,0.94,0.03,3.58,0.07,1.34,9.38,0.12,0.03,0.12,0.17,0.09,0.28,0.93
tt0077394,6.2,Damien Omen II_0077394,22298,4.32,242,0.14,0.64,1.29,0.06,0.03,0.03,0.06,0.02,1.78,0.25,0.26,0.06,0.15,0.26,0.16,1.97,0.53,0.02,0.08,4.13,0.13,31.01,0.76,0.04,0.64,0.08,0.22,1.09,8.71,0.01,0.92,0.99,0.28,0.55,0.39,1.31,0.44,0.1,0.21,3.43,0,0.06,0.17,0,1.43,0.34,0.36,0.09,0,0.29,0.04,0.44,1.19,0.02,4.87,0.03,1.24,9.09,0.09,0,0.15,0.1,0.09,0.36,0.75
tt1667307,5.8,Damsels in Distress_1667307,21504,4.29,213,0.37,0.21,2.88,0.01,0.07,0.04,0.16,0.05,4.21,0.55,0.89,0.07,0.15,1.13,0.2,3.26,0.37,0.09,0.06,4.85,0.22,28.79,0.99,0.09,0.4,0.06,0.27,0.63,6.23,0.03,1.49,0.37,0.6,1.51,0.28,2.13,0.56,0.16,0.4,3.68,0.03,0.11,0.27,0.01,2.34,0.29,0.15,0.11,0.02,0.58,0.18,0.28,1.2,0.02,3.18,0.09,2.19,9.13,0.13,0.03,0.36,0.05,0.05,0.24,1.63
tt0099348,8,Dances with Wolves_0099348,36770,4.21,208,0.08,0.24,1.56,0.04,0.01,0.02,0.1,0.02,1.19,0.38,0.24,0.12,0.15,0.65,0.29,1.5,0.56,0.02,0.12,4.19,0.08,27.47,0.51,0.04,0.73,0.06,0.58,0.63,10.69,0.01,1.04,0.95,0.38,0.62,0.33,1.38,0.35,0.1,0.22,3.02,0,0.08,0.25,0,0.65,0.24,0.24,0.2,0.03,0.21,0.13,0.46,1.07,0.03,6.29,0.05,0.74,10.55,0.08,0.01,0.06,0.1,0.07,0.38,0.65
tt5074352,8.3,Dangal_5074352,24459,4.57,213,0.03,0.05,0.4,0.02,0,0,0,0,0.69,0.05,0.02,0.04,0.02,0.22,0.04,0.28,0.47,0,0,4.36,0.01,49.42,0.46,0.07,0.18,0.02,0.11,0.96,4.58,0,0.27,0.32,0.04,0.2,0.09,0.58,0.05,0.15,0.09,1.46,0,0.04,0.04,0,0.02,0.13,0.13,0.03,0,0.05,0.02,0.25,1.1,0.02,2.83,0,0.13,7.18,0.01,0,0,0.08,0.01,0.63,0.13
tt0582886,8.1,Dangerous Liasons_0582886,22724,4.37,246,0.29,0.28,1.62,0.05,0.03,0.01,0.21,0.08,2.36,0.45,0.4,0.11,0.28,0.59,0.19,3.94,0.35,0.01,0.08,3.6,0.24,25.77,1.12,0.09,0.51,0.07,0.46,0.62,8.58,0.05,1.14,0.66,0.62,0.75,0.43,1.88,0.57,0.19,0.51,4.15,0.06,0.12,0.33,0,2.48,0.16,0.41,0.15,0.02,0.5,0.09,0.62,1.86,0.03,5.64,0.01,1.5,9.38,0.17,0.01,0.1,0.06,0.04,0.16,1
tt0287978,5.3,Daredevil_0287978,20245,4.23,229,0.05,0.55,1.44,0.02,0.04,0.01,0.11,0,2.88,0.47,0.46,0.07,0.09,0.41,0.12,2.95,0.54,0.04,0.05,3.25,0.03,32.2,0.58,0.08,0.4,0.06,0.08,0.62,8.3,0,1.06,0.57,0.31,0.46,0.31,1.87,0.39,0.16,0.3,3.01,0.01,0.04,0.09,0,1.7,0.3,0.1,0.11,0,0.39,0.12,0.41,1.56,0.04,5.34,0.06,1.3,9.05,0.1,0.02,0.17,0.04,0.06,0.54,0.77
tt0224626,4.2,Dark Asylum_0224626,18180,4.44,259,0.07,0.3,1.09,0.03,0.01,0,0.19,0.04,1.83,0.63,0.46,0.16,0.1,0.7,0.12,2.35,0.47,0.04,0.09,5.09,0.07,34.35,0.48,0.05,0.34,0.13,0.13,0.97,7.68,0.01,0.76,0.75,0.37,0.35,0.54,1.28,0.4,0.19,0.34,3.05,0.05,0.05,0.17,0,1.67,0.37,0.1,0.1,0.01,0.29,0.06,0.53,1.02,0.05,3.78,0.04,1.3,8.53,0.06,0.02,0.09,0.08,0.08,0.28,0.77
tt1234927,5.3,Dark Games_1234927,19349,4.24,212,0.16,0.1,1.34,0.03,0.05,0.01,0.23,0.04,2.08,0.39,0.29,0.09,0.16,0.55,0.11,2.55,0.21,0.1,0.06,3.61,0.09,28.84,0.3,0.07,0.39,0.09,0.13,0.77,8.53,0.01,1.09,1.11,0.45,0.42,0.66,1.57,0.25,0.19,0.26,3.8,0,0.06,0.24,0,1.95,0.48,0.2,0.1,0.02,0.41,0.05,0.41,0.92,0.02,6.13,0.01,1.86,9.28,0.11,0.02,0.17,0.04,0.05,0.37,0.86
tt0069945,6.1,Dark Star_0069945,6813,4.6,222,0.09,0.53,1.56,0.03,0.03,0.03,0.15,0.13,2.25,0.46,0.5,0.19,0.18,0.54,0.4,3.35,0.35,0.03,0.04,4.39,0.23,32.19,1.53,0.06,0.41,0.07,0.28,0.44,7.85,0,1.78,0.73,0.5,0.41,0.22,1.78,0.76,0.1,0.16,3.16,0.01,0.1,0.28,0,1.98,0.15,0.19,0.28,0,0.29,0.16,0.56,1.28,0.07,1.54,0.07,1.06,8.66,0.15,0.03,0.29,0.1,0,0.32,0.68
tt4555426,7.4,Darkest Hour_4555426,19320,4.52,227,0.14,0.79,1.31,0.09,0.06,0.02,0.3,0.04,1.36,0.56,0.43,0.05,0.21,0.3,0.11,3.1,0.72,0.02,0.07,4.04,0.31,34.11,1.33,0.07,0.62,0.12,0.45,0.7,8.88,0.05,0.77,0.46,0.55,0.47,0.36,1.25,0.63,0.09,0.36,3,0.08,0.08,0.27,0.01,1.42,0.22,0.31,0.16,0.01,0.23,0.12,0.64,1.41,0.05,3.33,0.04,1.24,7.6,0.05,0.03,0.18,0.07,0.02,0.25,0.62
tt0099365,6.4,Darkman_0099365,26670,4.42,251,0.07,0.26,1.05,0.07,0,0.02,0.11,0,1.27,0.28,0.23,0.07,0.18,0.31,0.09,2.31,0.69,0.04,0.04,4.78,0.04,31.08,0.91,0.04,0.43,0.11,0.14,0.6,8.55,0.01,1.05,0.73,0.22,0.38,0.41,1.06,0.25,0.08,0.09,3,0.04,0.06,0.13,0.01,1.09,0.21,0.19,0.1,0,0.17,0.04,0.33,1.18,0.03,4.46,0.09,1.27,8.36,0.05,0.01,0.1,0.04,0.06,0.4,0.54
tt1279935,6.3,Date Night_1279935,21768,4.07,217,0.07,0.26,1.46,0,0.11,0.01,0.22,0.02,3.26,0.58,0.64,0.17,0.07,0.94,0.08,3.51,0.74,0.09,0.04,2.88,0.11,30.12,0.62,0.05,0.28,0.03,0.13,0.85,6.97,0,1.36,0.62,0.39,0.44,0.48,1.79,0.32,0.31,0.39,3.88,0.03,0.01,0.2,0,2.54,0.34,0.12,0.11,0.01,0.48,0.05,0.81,1.28,0.05,4.06,0.04,1.72,9.09,0.17,0.01,0.26,0.1,0.02,0.27,1.26
tt8531222,8.2,Dave_8531222,23652,4.24,215,0.09,0.2,1.32,0.01,0.04,0.02,0.16,0.03,2.25,0.5,0.46,0.12,0.11,0.67,0.17,2.53,0.49,0.08,0.05,4.68,0.07,30.18,0.94,0.26,0.4,0.09,0.21,0.67,9.26,0,1.29,0.77,0.41,0.44,0.61,1.41,0.3,0.28,0.23,3.52,0.01,0.09,0.14,0,1.57,0.14,0.27,0.12,0.01,0.31,0.07,0.46,1.31,0.03,4.77,0.06,1.3,9.39,0.06,0.01,0.14,0.07,0.04,0.21,0.84
tt0077402,7.8,Dawn of the Dead_0077402,41147,4.3,208,0.15,0.3,1,0.04,0.02,0.05,0.06,0.01,0.91,0.34,0.18,0.09,0.2,0.51,0.2,1.25,0.61,0.04,0.05,4.35,0.05,28.87,0.82,0.05,0.49,0.03,0.22,0.69,10.42,0,1.36,0.96,0.47,0.39,0.26,1.12,0.08,0.07,0.06,3.08,0.05,0.15,0.2,0,0.51,0.29,0.4,0.12,0.01,0.12,0.05,0.48,1.07,0.03,4.56,0.02,0.41,9.79,0.07,0.03,0.06,0.21,0.05,0.26,0.61
